university,career,inscription_date,last_name,gender,birth_date,location,email
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_KINESIOLOGÍA_Y_FISIATRÍA,20-Jun-20,MATTHEW_MARSHALL,M,22-Jul-23,ARRIBEÑOS,SANCHEZRHONDA@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIA_POLÍTICA_,20-Jun-21,CRYSTAL_COLON,F,23-Jan-40,PIAMONTE,YOUNGMICHAEL@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,20-Nov-20,SUSAN_SIMMONS,F,02-Feb-09,ALDAO,SARAH17@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_MECÁNICA,20-Mar-21,ANNA_MCCLURE,F,16-Mar-33,BARRIO_LA_UNION,HOLLYGORDON@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,FARMACIA,20-Nov-21,CINDY_JOHNSON,F,06-Jun-94,CABILDO,AVILACHAD@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,20-Oct-19,AUSTIN_RUSSELL,M,14-Sep-13,EL_PALMAR_DE_SAN_FRANCISCO,LORI48@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,BIOQUÍMICA,20-Aug-21,BRIAN_PHELPS,M,14-Jul-07,ISLA_GRAN_MALVINA,PATRICIA57@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_RELACIONES_DEL_TRABAJO_,20-Jan-21,KIMBERLY_DAVENPORT,F,07-Dec-05,CERRO_SANTA_ANA,MCLAUGHLINCINDY@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,20-Dec-19,KEVIN_PETERSEN,M,28-Dec-87,CUESTA_DEL_TERNERO,DEANRODRIGUEZ@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_GEOLÓGICAS,20-Oct-21,ROBERT_MARTINEZ,M,23-Sep-10,CAMPO_SABATE,RDAVIS@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,TÉCNICO_PARA_BIOTERIOS_,20-Jul-21,SAMANTHA_BAKER,F,06-Feb-36,COLHUE_HUAPI,ASHLEYGREEN@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,FARMACIA,20-Mar-20,MONICA_MARTINEZ,F,13-Dec-95,CAMPO_MAGNIN,LANDRYLAURIE@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,MEDICINA,20-Oct-20,ALBERT_MITCHELL,M,18-Nov-59,CAMET,OLIVIA25@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_AMBIENTALES,20-Oct-20,ELIZABETH_MADDOX,F,31-Jul-57,EL_RETIRO,BWILLIAMS@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_SOCIOLOGÍA_,20-Dec-21,MRS._HEATHER_HINES,F,02-Apr-03,BAÑADITO_VIEJO,MARYMILLER@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_ADMINISTRACIÓN_,20-Jun-20,LARRY_ANDERSEN,M,29-Dec-98,ANTONIO_DE_LOS_HEROS,MELANIE92@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,BIOQUÍMICA,20-Nov-21,MRS._HOLLY_HALL,F,10-Mar-12,ARMINDA,SETHHAYNES@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_ARTES,20-Dec-19,HEATHER_LE,F,23-Dec-78,ALTO_DE_LAS_ARAÑAS,TANYA65@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_PRODUCCIÓN_DE_BIOIMAGENES,20-Jul-21,BRIAN_ROBERTS,M,08-May-43,AGUANGO,KATHERINEGRANT@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_DE_LA_COMPUTACIÓN,20-Aug-21,EMILY_MCGEE,F,31-Jan-09,ALBERTO_FLORES,ZMARTINEZ@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_MECÁNICA,20-Oct-21,LESLIE_SUMMERS,F,12-Nov-13,AVENIDA_EJERCITO_PARANA,WOLFEGRANT@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,20-Jul-21,WILLIAM_JONES,M,10-Feb-50,ESTACION_LA_RINCONADA,JESSICADELEON@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,20-Sep-20,GEOFFREY_SHEA,M,13-Jan-90,BARROS_PAZOS,MILLERMONICA@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_SOCIOLOGÍA_,20-Apr-21,SARA_BOWERS,F,22-May-72,ALGARROBAL,MROBINSON@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,CONTADOR_PÚBLICO_,20-Sep-20,MARK_SHAW,M,14-Sep-08,COLONIA_JAPONESA,ERIN47@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,DISEÑO_DE_IMAGEN_Y_SONIDO,20-Aug-21,DOUGLAS_GONZALEZ,M,30-May-10,AGUIRREZABALA,WILLIAMJONES@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_ADMINISTRACIÓN_,20-Dec-21,CRYSTAL_HUGHES,F,22-Nov-08,ESC_NAV_MILITAR_RIO_SANT,ANTHONYDUNN@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,MEDICINA,20-Apr-21,ERIC_WERNER,M,18-May-13,ARROYO_URQUIZA,BRADLEYBEAN@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIA_POLÍTICA_,20-Feb-20,KYLE_WILLIAMS,M,14-Mar-06,ARROYO_ALELI,HANEYMARY@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,20-Feb-21,TRACEY_ROMAN,F,02-May-99,CABO_SAN_FERMIN,GARYNELSON@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_ADMINISTRACIÓN_,20-Dec-20,FRANCISCO_SWEENEY,M,03-Jul-43,AGUADA_DE_LAS_TEJAS,RMCINTOSH@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,DISEÑO_INDUSTRIAL,20-Aug-21,AMY_THOMAS,F,29-Oct-49,ALFREDO_PEÑA,JHOLLOWAY@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,TÉCNICO_PARA_BIOTERIOS_,20-Sep-20,MICHAEL_GRIFFIN,M,12-Sep-93,CARI_LARQUEA,SBRADY@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,CIENCIAS_VETERINARIAS,20-Jul-20,JOHN_ANDERSON,M,09-Jun-26,ARTURO_VATTEONE,LRICHARDS@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_TERAPIA_OCUPACIONAL,20-Jan-21,BAILEY_CALDWELL,F,11-Dec-31,BAHIA_SAN_BLAS,ALLENKARA@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_MUSICOTERAPIA,20-Jul-20,TIMOTHY_DONOVAN,M,10-Sep-85,CARRIZAL_NORTE,CHERYLOLSON@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,CIENCIAS_VETERINARIAS,20-Feb-21,JULIA_AYALA,F,03-Oct-18,ADOLFO_J_POMAR,ZSCHULTZ@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_GEOLÓGICAS,20-Dec-21,MARIE_RODRIGUEZ,F,12-Dec-94,COMODORO_PY,JAMES28@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_GEOLÓGICAS,20-Aug-21,ALISON_CROSBY,F,18-Mar-35,CERRO_SANTA_ANA,SCOTT22@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,CIENCIAS_VETERINARIAS,20-Jan-21,HEIDI_GARCIA,F,28-Jul-78,PUENTE_DEL_INCA,LORIHOLMES@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_RELACIONES_DEL_TRABAJO_,20-Oct-19,JORDAN_GILBERT,M,12-Jul-30,AGUA_Y_ENERGIA,MICHAEL27@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,FARMACIA,20-Dec-21,KELLY_MARTIN,F,08-Mar-53,BARKER,HEATHERRICH@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,20-Feb-21,MARTIN_GEORGE,M,24-Aug-26,25_DE_MAYO,KENNETHIBARRA@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,20-Sep-21,JASON_MYERS,M,05-Feb-23,ALZAGA,BETTY27@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_GESTIÓN_DE_AGROALIMENTOS,20-Jul-20,MARK_JEFFERSON,M,15-Jul-24,CAMPO_CARETTO,FPAYNE@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,TÉCNICO_PARA_BIOTERIOS_,20-Jan-21,SANDY_BELTRAN,F,08-May-81,IRAOLA,MURPHYJENNIFER@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,TÉCNICO_PARA_BIOTERIOS_,20-Feb-21,JENNIFER_BRADLEY,F,22-Feb-08,ABRA_MAYO,BRENT74@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_GESTIÓN_DE_AGROALIMENTOS,20-Sep-20,DEBORAH_REID,F,11-Jul-35,COLIQUEO,XGRIFFIN@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_ADMINISTRACIÓN_,20-Sep-20,JOHN_JOHNSON,M,15-Jan-19,COLONIA_FREITAS,BTAYLOR@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,CONTADOR_PÚBLICO_,20-Oct-19,DAVID_YORK,M,04-May-82,BALNEARIO_LA_CALETA,SHERRYRANDALL@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,DISEÑO_INDUSTRIAL,20-Jul-21,THERESA_CARLSON,F,09-Aug-57,EZPELETA_ESTE,ELIZABETHALVARADO@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_SOCIOLOGÍA_,20-Jul-21,BOB_LEE,M,08-Jun-88,PLANCHADA_BANDERITA,TRACIFLORES@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,TÉCNICO_PARA_BIOTERIOS_,20-Feb-21,THOMAS_KLEIN,M,14-Dec-47,CHAPI_TALO,VERONICANEAL@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,CONTADOR_PÚBLICO_,20-Dec-19,PAUL_MCLAUGHLIN,M,01-Sep-94,VILLA_SABOYA,BRIANNAALLEN@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,20-Mar-21,JOSHUA_RICHARDSON,M,21-Sep-66,KILOMETRO_23,STEWARTSAMANTHA@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,20-Feb-21,SHANE_EVANS,M,26-May-54,COLONIA_FLORENCIA,DANIEL77@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIA_POLÍTICA_,20-Oct-19,BRIANA_CASTILLO,F,19-Mar-08,BAJO_DE_RACO,JOSEPH06@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,20-Nov-20,DAVID_RANDOLPH,M,27-Nov-10,CASTILLA,LEAHEDWARDS@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_ANTROPOLÓGICAS,20-Oct-20,REGINALD_ALVARADO,M,10-May-03,CASTELAR,HUDSONJESSICA@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,20-Aug-21,CHARLES_HOLMES,M,24-Aug-64,ALTO_DEL_PUESTO,HSTEELE@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_PLANIFICACIÓN_Y_DISEÑO_DEL_PAISAJE,20-Oct-20,WILLIAM_KEMP,M,21-Feb-69,AYUI_PARADA,KENNEDYJOSEPH@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,20-Jan-20,ANDREA_WHITE,F,26-Feb-81,AERO_CLUB_CANAL,JAMESCRUZ@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_KINESIOLOGÍA_Y_FISIATRÍA,20-Mar-21,ERICA_JONES,F,20-Dec-11,GOMEZ,SCOOPER@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,DISEÑO_INDUSTRIAL,20-Aug-20,JACOB_PETERSON,M,19-Jun-17,BARRIO_BATAN,HANNAHCHARLES@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_GESTIÓN_DE_AGROALIMENTOS,20-Mar-20,PHILIP_RIVERS,M,24-Jan-63,CARAGUATAY,LFIELDS@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_BIOLÓGICAS,20-Oct-19,DESTINY_TAYLOR,F,19-Jun-06,BARRIO_GARIN_NORTE,HJACKSON@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIA_POLÍTICA_,20-Jul-20,JOSHUA_HILL,M,27-Dec-22,AGUADA_DE_LAS_TEJAS,DMORA@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_PLANIFICACIÓN_Y_DISEÑO_DEL_PAISAJE,20-Mar-20,ANTHONY_RILEY,M,14-Aug-15,COMODORO_PY,SIMONBRIANA@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,CONTADOR_PÚBLICO_,20-Jan-20,JASON_MORGAN,M,01-Feb-17,GENERAL_SAN_MARTIN,JAMESPATRICK@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,FARMACIA,20-Jun-20,DR._MARK_WILSON_MD,M,08-Feb-86,SAN_MARCELO,KARENKENNEDY@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_TERAPIA_OCUPACIONAL,20-Oct-20,MICHAEL_CARRILLO,M,06-Feb-28,CORRENTOSO,MTHOMAS@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_ANTROPOLÓGICAS,20-Jul-20,JOHN_LANE,M,27-Jul-53,ARGENTINA_BELVEDERE,SHERRY50@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_BIOLÓGICAS,20-May-20,DOMINIQUE_GOLDEN,F,07-Dec-27,COLONIA_BARON,GONZALEZOLIVIA@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,CIENCIAS_VETERINARIAS,20-Sep-20,JUSTIN_PACHECO,M,24-Jun-79,ALBARRACIN,WILSONJENNIFER@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,CIENCIAS_VETERINARIAS,20-Apr-21,DANA_ROBINSON,F,07-Sep-27,AVELLANEDA,NWRIGHT@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_MECÁNICA,20-Sep-20,ERIK_PATTERSON,M,16-Nov-05,BOQUERON,FISHERPHILLIP@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_GEOLÓGICAS,20-Apr-20,ANTHONY_BALDWIN,M,15-Jan-65,LA_PUNTA,THARPER@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_RELACIONES_DEL_TRABAJO_,20-Dec-20,SARAH_SIMON,F,02-Jun-52,COLONIA_TACURALES,KEVIN81@GMAIL.COM
